nombre,ruta_completa,ruta_relativa,directorio_padre,tipo,extension,mime_type,tamano,fecha_modificacion,fecha_creacion,permisos,profundidad,categoria,dimension
a.13_numero_de_empresas_que_liquidaron_gastos_de_capacitacion_distribuidas_segun_regiones_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.13_numero_de_empresas_que_liquidaron_gastos_de_capacitacion_distribuidas_segun_regiones_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.13_numero_de_empresas_que_liquidaron_gastos_de_capacitacion_distribuidas_segun_regiones_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12.61 KB,2025-03-04 23:08:56,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,20.58 KB,2025-03-04 23:18:07,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14.21 KB,2025-03-04 23:16:32,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14.33 KB,2025-03-04 23:10:33,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.14_acciones_de_capacitacion_ejecutadas_segun_tipo_de_gestion_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14.50 KB,2025-03-04 23:08:57,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.38 KB,2025-03-04 23:18:10,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12.48 KB,2025-03-04 23:16:33,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12.48 KB,2025-03-04 23:10:34,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.15_acciones_de_capacitacion_ejecutadas_gestionadas_por_otic_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,12.50 KB,2025-03-04 23:08:57,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,30.59 KB,2025-03-04 23:18:11,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,23.87 KB,2025-03-04 23:16:34,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,21.44 KB,2025-03-04 23:10:35,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.16_acciones_de_capacitacion_ejecutadas_segun_tamano_de_empresa_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,21.58 KB,2025-03-04 23:09:01,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22.65 KB,2025-03-04 23:18:12,2025-03-06 17:24:51,666,2,Territorial,Desarrollo Económico
a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.79 KB,2025-03-04 23:16:35,2025-03-06 17:24:51,666,2,Territorial,Desarrollo Económico
a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.95 KB,2025-03-04 23:10:36,2025-03-06 17:24:52,666,2,Territorial,Desarrollo Económico
a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.17_acciones_de_capacitacion_ejecutadas_segun_sector_de_actividad_economica_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.04 KB,2025-03-04 23:09:02,2025-03-06 17:24:53,666,2,Territorial,Desarrollo Económico
a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,24.69 KB,2025-03-04 23:18:13,2025-03-06 17:24:51,666,2,Territorial,Desarrollo Económico
a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,17.42 KB,2025-03-04 23:16:35,2025-03-06 17:24:52,666,2,Territorial,Desarrollo Económico
a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,17.85 KB,2025-03-04 23:10:37,2025-03-06 17:24:52,666,2,Territorial,Desarrollo Económico
a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.18_acciones_de_capacitacion_ejecutadas_segun_region_y_sector_de_actividad_economica_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,17.85 KB,2025-03-04 23:09:03,2025-03-06 17:24:53,666,2,Territorial,Desarrollo Económico
a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22.86 KB,2025-03-04 23:18:15,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.41 KB,2025-03-04 23:16:36,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.79 KB,2025-03-04 23:10:39,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.19_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.87 KB,2025-03-04 23:09:04,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22.43 KB,2025-03-04 23:18:15,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.75 KB,2025-03-04 23:16:38,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15.92 KB,2025-03-04 23:10:39,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.20_acciones_de_capacitacion_ejecutadas_segun_region_y_area_de_capacitacion_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.06 KB,2025-03-04 23:09:05,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,24.71 KB,2025-03-04 23:18:17,2025-03-06 17:24:51,666,2,Territorial,Desarrollo Económico
a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.21 KB,2025-03-04 23:16:39,2025-03-06 17:24:51,666,2,Territorial,Desarrollo Económico
a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.65 KB,2025-03-04 23:10:41,2025-03-06 17:24:52,666,2,Territorial,Desarrollo Económico
a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.21_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_sector_de_actividad_economica_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18.62 KB,2025-03-04 23:09:06,2025-03-06 17:24:53,666,2,Territorial,Desarrollo Económico
a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,9.22 MB,2025-03-04 23:18:23,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,6.48 MB,2025-03-04 23:16:42,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,28.38 KB,2025-03-04 23:10:43,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.22_acciones_de_capacitacion_ejecutadas_segun_area_de_capacitacion_y_especialidades_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,29.90 KB,2025-03-04 23:09:09,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.23_numero_de_otec_con_actividad_segun_regiones.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16.92 KB,2025-03-04 23:18:19,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.23_numero_de_otec_con_actividad_segun_regiones_0.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones_0.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10.68 KB,2025-03-04 23:16:53,2025-03-06 17:24:51,666,2,Territorial,No asignada
a.23_numero_de_otec_con_actividad_segun_regiones_1.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones_1.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10.61 KB,2025-03-04 23:10:44,2025-03-06 17:24:52,666,2,Territorial,No asignada
a.23_numero_de_otec_con_actividad_segun_regiones_2023.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.23_numero_de_otec_con_actividad_segun_regiones_2023.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,10.68 KB,2025-03-04 23:09:10,2025-03-06 17:24:53,666,2,Territorial,No asignada
a.24_ranking_de_otec_segun_participantes.xlsx,streamlit_app\Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías\a.24_ranking_de_otec_segun_participantes.xlsx,Territorial\Dimensión 3_ Capacidades del capital humano en nuevas economías,Archivo,.xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,155.46 KB,2025-03-04 23:18:22,2025-03-06 17:24:51,666,2,Territorial,No asignada
